Rama de actividad CNAE 2009	Sexo	Unidad	Periodo	Total
58 Edición	Mujeres	Valor absoluto	2014T4	30,5
58 Edición	Mujeres	Valor absoluto	2014T3	26,0
58 Edición	Mujeres	Valor absoluto	2014T2	23,8
58 Edición	Mujeres	Valor absoluto	2014T1	25,4
58 Edición	Mujeres	Valor absoluto	2013T4	28,6
58 Edición	Mujeres	Valor absoluto	2013T3	28,0
58 Edición	Mujeres	Valor absoluto	2013T2	27,8
58 Edición	Mujeres	Valor absoluto	2013T1	30,4
58 Edición	Mujeres	Valor absoluto	2012T4	30,1
58 Edición	Mujeres	Valor absoluto	2012T3	29,6
58 Edición	Mujeres	Valor absoluto	2012T2	27,3
58 Edición	Mujeres	Valor absoluto	2012T1	25,2
58 Edición	Mujeres	Valor absoluto	2011T4	25,7
58 Edición	Mujeres	Valor absoluto	2011T3	27,4
58 Edición	Mujeres	Valor absoluto	2011T2	27,6
58 Edición	Mujeres	Valor absoluto	2011T1	25,5
58 Edición	Mujeres	Valor absoluto	2010T4	26,8
58 Edición	Mujeres	Valor absoluto	2010T3	27,7
58 Edición	Mujeres	Valor absoluto	2010T2	25,9
58 Edición	Mujeres	Valor absoluto	2010T1	31,8
58 Edición	Mujeres	Valor absoluto	2009T4	30,7
58 Edición	Mujeres	Valor absoluto	2009T3	31,3
58 Edición	Mujeres	Valor absoluto	2009T2	35,9
58 Edición	Mujeres	Valor absoluto	2009T1	37,7
58 Edición	Mujeres	Valor absoluto	2008T4	38,5
58 Edición	Mujeres	Valor absoluto	2008T3	40,9
58 Edición	Mujeres	Valor absoluto	2008T2	40,3
58 Edición	Mujeres	Valor absoluto	2008T1	34,3
58 Edición	Mujeres	Porcentaje	2021T4	0,2
58 Edición	Mujeres	Porcentaje	2021T3	0,2
58 Edición	Mujeres	Porcentaje	2021T2	0,2
58 Edición	Mujeres	Porcentaje	2021T1	0,3
58 Edición	Mujeres	Porcentaje	2020T4	0,2
58 Edición	Mujeres	Porcentaje	2020T3	0,3
58 Edición	Mujeres	Porcentaje	2020T2	0,3
58 Edición	Mujeres	Porcentaje	2020T1	0,3
58 Edición	Mujeres	Porcentaje	2019T4	0,3
58 Edición	Mujeres	Porcentaje	2019T3	0,2
58 Edición	Mujeres	Porcentaje	2019T2	0,2
58 Edición	Mujeres	Porcentaje	2019T1	0,3
58 Edición	Mujeres	Porcentaje	2018T4	0,2
58 Edición	Mujeres	Porcentaje	2018T3	0,2
58 Edición	Mujeres	Porcentaje	2018T2	0,3
58 Edición	Mujeres	Porcentaje	2018T1	0,3
58 Edición	Mujeres	Porcentaje	2017T4	0,3
58 Edición	Mujeres	Porcentaje	2017T3	0,3
58 Edición	Mujeres	Porcentaje	2017T2	0,3
58 Edición	Mujeres	Porcentaje	2017T1	0,3
58 Edición	Mujeres	Porcentaje	2016T4	0,3
58 Edición	Mujeres	Porcentaje	2016T3	0,3
58 Edición	Mujeres	Porcentaje	2016T2	0,3
58 Edición	Mujeres	Porcentaje	2016T1	0,3
58 Edición	Mujeres	Porcentaje	2015T4	0,3
58 Edición	Mujeres	Porcentaje	2015T3	0,3
58 Edición	Mujeres	Porcentaje	2015T2	0,3
58 Edición	Mujeres	Porcentaje	2015T1	0,3
58 Edición	Mujeres	Porcentaje	2014T4	0,4
58 Edición	Mujeres	Porcentaje	2014T3	0,3
58 Edición	Mujeres	Porcentaje	2014T2	0,3
58 Edición	Mujeres	Porcentaje	2014T1	0,3
58 Edición	Mujeres	Porcentaje	2013T4	0,4
58 Edición	Mujeres	Porcentaje	2013T3	0,4
58 Edición	Mujeres	Porcentaje	2013T2	0,4
58 Edición	Mujeres	Porcentaje	2013T1	0,4
58 Edición	Mujeres	Porcentaje	2012T4	0,4
58 Edición	Mujeres	Porcentaje	2012T3	0,4
58 Edición	Mujeres	Porcentaje	2012T2	0,3
58 Edición	Mujeres	Porcentaje	2012T1	0,3
58 Edición	Mujeres	Porcentaje	2011T4	0,3
58 Edición	Mujeres	Porcentaje	2011T3	0,3
58 Edición	Mujeres	Porcentaje	2011T2	0,3
58 Edición	Mujeres	Porcentaje	2011T1	0,3
58 Edición	Mujeres	Porcentaje	2010T4	0,3
58 Edición	Mujeres	Porcentaje	2010T3	0,3
58 Edición	Mujeres	Porcentaje	2010T2	0,3
58 Edición	Mujeres	Porcentaje	2010T1	0,4
58 Edición	Mujeres	Porcentaje	2009T4	0,4
58 Edición	Mujeres	Porcentaje	2009T3	0,4
58 Edición	Mujeres	Porcentaje	2009T2	0,4
58 Edición	Mujeres	Porcentaje	2009T1	0,4
58 Edición	Mujeres	Porcentaje	2008T4	0,4
58 Edición	Mujeres	Porcentaje	2008T3	0,5
58 Edición	Mujeres	Porcentaje	2008T2	0,5
58 Edición	Mujeres	Porcentaje	2008T1	0,4
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2021T4	49,7
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2021T3	42,9
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2021T2	45,3
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2021T1	43,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2020T4	35,4
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2020T3	30,8
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2020T2	23,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2020T1	30,9
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2019T4	32,7
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2019T3	35,5
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2019T2	45,5
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2019T1	42,4
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2018T4	44,8
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2018T3	41,7
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2018T2	38,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2018T1	38,7
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2017T4	45,3
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2017T3	50,7
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2017T2	51,7
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2017T1	42,0
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2016T4	43,1
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2016T3	40,7
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2016T2	38,0
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2016T1	34,1
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2015T4	31,3
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2015T3	33,0
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2015T2	32,0
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2015T1	31,3
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2014T4	37,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2014T3	38,9
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2014T2	40,0
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2014T1	36,8
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2013T4	41,8
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2013T3	43,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2013T2	43,5
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2013T1	32,7
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2012T4	35,7
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2012T3	39,5
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2012T2	41,8
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2012T1	46,9
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2011T4	42,0
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2011T3	45,3
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2011T2	38,3
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2011T1	36,1
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2010T4	36,8
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2010T3	35,5
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2010T2	31,4
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2010T1	34,4
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2009T4	35,6
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2009T3	39,6
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2009T2	39,3
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2009T1	42,6
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2008T4	44,4
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2008T3	47,0
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2008T2	40,5
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Valor absoluto	2008T1	40,0
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2021T4	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2021T3	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2021T2	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2021T1	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2020T4	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2020T3	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2020T2	0,1
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2020T1	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2019T4	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2019T3	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2019T2	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2019T1	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2018T4	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2018T3	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2018T2	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2018T1	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2017T4	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2017T3	0,3
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2017T2	0,3
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2017T1	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2016T4	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2016T3	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2016T2	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2016T1	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2015T4	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2015T3	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2015T2	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2015T1	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2014T4	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2014T3	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2014T2	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2014T1	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2013T4	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2013T3	0,3
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2013T2	0,3
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2013T1	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2012T4	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2012T3	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2012T2	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2012T1	0,3
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2011T4	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2011T3	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2011T2	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2011T1	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2010T4	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2010T3	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2010T2	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2010T1	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2009T4	0,2
59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	Ambos sexos	Porcentaje	2009T3	0,2
